longitude,latitude,sequential_number,district,address,street_address,lot_size,indication_use,building_structure,shape_category,width_ratio,depth_ratio,floor_above_ground,floor_underground,front_road_classification,direction_front_road,front_road_width,side_road_classification,directional_classification_side_road,proximity_traffic_facilities,current_status_land_surrounding_area,station_name,station_distance,purpose_classification,fire_prevention_category,urban_planning_classification,high_altitude_district,forestry_classification,park_classification,building_land_ratio,floor_area_ratio,percentage_change_previous_year,seireki,price
132.25669,34.858965,5,浜田,島根県　浜田市旭町今市１００５番７,_,348,_,W,_,10,20,2,0,市道,北西,80,側道,南西,_,中規模一般住宅が建ち並ぶ住宅地域,浜田,22000,1住居,_,非線引,0,_,_,60,200,-0.5,2022,9600
132.25669,34.858965,5,浜田,島根県　浜田市旭町今市１００５番７,_,348,_,W,_,10,20,2,0,市道,北西,80,側道,南西,_,中規模一般住宅が建ち並ぶ住宅地域,浜田,22000,1住居,_,非線引,0,_,_,60,200,-0.5,2021,9650
132.25669,34.858965,5,浜田,島根県　浜田市旭町今市１００５番７,_,348,_,W,_,10,20,2,0,市道,北西,80,側道,南西,_,中規模一般住宅が建ち並ぶ住宅地域,浜田,22000,1住居,_,非線引,0,_,_,60,200,-0.5,2020,9750
132.25669,34.858965,5,浜田,島根県　浜田市旭町今市１００５番７,_,348,_,W,_,10,20,2,0,市道,北西,80,側道,南西,_,中規模一般住宅が建ち並ぶ住宅地域,浜田,22000,1住居,_,非線引,0,_,_,60,200,-0.5,2019,9850
132.25669,34.858965,5,浜田,島根県　浜田市旭町今市１００５番７,_,348,_,W,_,10,20,2,0,市道,北西,80,側道,南西,_,中規模一般住宅が建ち並ぶ住宅地域,浜田,22000,1住居,_,非線引,0,_,_,60,200,-0.5,2018,10000
132.25669,34.858965,5,浜田,島根県　浜田市旭町今市１００５番７,_,348,_,W,_,10,20,2,0,市道,北西,80,側道,南西,_,中規模一般住宅が建ち並ぶ住宅地域,浜田,22000,1住居,_,非線引,0,_,_,60,200,-0.5,2017,10200
132.25669,34.858965,5,浜田,島根県　浜田市旭町今市１００５番７,_,348,_,W,_,10,20,2,0,市道,北西,80,側道,南西,_,中規模一般住宅が建ち並ぶ住宅地域,浜田,22000,1住居,_,非線引,0,_,_,60,200,-0.5,2016,10400
132.25669,34.858965,5,浜田,島根県　浜田市旭町今市１００５番７,_,348,_,W,_,10,20,2,0,市道,北西,80,側道,南西,_,中規模一般住宅が建ち並ぶ住宅地域,浜田,22000,1住居,_,非線引,0,_,_,60,200,-0.5,2015,10600
132.25669,34.858965,5,浜田,島根県　浜田市旭町今市１００５番７,_,348,_,W,_,10,20,2,0,市道,北西,80,側道,南西,_,中規模一般住宅が建ち並ぶ住宅地域,浜田,22000,1住居,_,非線引,0,_,_,60,200,-0.5,2014,10800
132.25669,34.858965,5,浜田,島根県　浜田市旭町今市１００５番７,_,348,_,W,_,10,20,2,0,市道,北西,80,側道,南西,_,中規模一般住宅が建ち並ぶ住宅地域,浜田,22000,1住居,_,非線引,0,_,_,60,200,-0.5,2013,11100
132.25669,34.858965,5,浜田,島根県　浜田市旭町今市１００５番７,_,348,_,W,_,10,20,2,0,市道,北西,80,側道,南西,_,中規模一般住宅が建ち並ぶ住宅地域,浜田,22000,1住居,_,非線引,0,_,_,60,200,-0.5,2012,11500
132.25669,34.858965,5,浜田,島根県　浜田市旭町今市１００５番７,_,348,_,W,_,10,20,2,0,市道,北西,80,側道,南西,_,中規模一般住宅が建ち並ぶ住宅地域,浜田,22000,1住居,_,非線引,0,_,_,60,200,-0.5,2011,11900
132.25669,34.858965,5,浜田,島根県　浜田市旭町今市１００５番７,_,348,_,W,_,10,20,2,0,市道,北西,80,側道,南西,_,中規模一般住宅が建ち並ぶ住宅地域,浜田,22000,1住居,_,非線引,0,_,_,60,200,-0.5,2010,12200
132.25669,34.858965,5,浜田,島根県　浜田市旭町今市１００５番７,_,348,_,W,_,10,20,2,0,市道,北西,80,側道,南西,_,中規模一般住宅が建ち並ぶ住宅地域,浜田,22000,1住居,_,非線引,0,_,_,60,200,-0.5,2009,12300
132.25669,34.858965,5,浜田,島根県　浜田市旭町今市１００５番７,_,348,_,W,_,10,20,2,0,市道,北西,80,側道,南西,_,中規模一般住宅が建ち並ぶ住宅地域,浜田,22000,1住居,_,非線引,0,_,_,60,200,-0.5,2008,12300
132.25669,34.858965,5,浜田,島根県　浜田市旭町今市１００５番７,_,348,_,W,_,10,20,2,0,市道,北西,80,側道,南西,_,中規模一般住宅が建ち並ぶ住宅地域,浜田,22000,1住居,_,非線引,0,_,_,60,200,-0.5,2007,12300
132.25669,34.858965,5,浜田,島根県　浜田市旭町今市１００５番７,_,348,_,W,_,10,20,2,0,市道,北西,80,側道,南西,_,中規模一般住宅が建ち並ぶ住宅地域,浜田,22000,1住居,_,非線引,0,_,_,60,200,-0.5,2006,12300
132.25669,34.858965,5,浜田,島根県　浜田市旭町今市１００５番７,_,348,_,W,_,10,20,2,0,市道,北西,80,側道,南西,_,中規模一般住宅が建ち並ぶ住宅地域,浜田,22000,1住居,_,非線引,0,_,_,60,200,-0.5,2005,12300
132.25669,34.858965,5,浜田,島根県　浜田市旭町今市１００５番７,_,348,_,W,_,10,20,2,0,市道,北西,80,側道,南西,_,中規模一般住宅が建ち並ぶ住宅地域,浜田,22000,1住居,_,非線引,0,_,_,60,200,-0.5,2004,12300
132.25669,34.858965,5,浜田,島根県　浜田市旭町今市１００５番７,_,348,_,W,_,10,20,2,0,市道,北西,80,側道,南西,_,中規模一般住宅が建ち並ぶ住宅地域,浜田,22000,1住居,_,非線引,0,_,_,60,200,-0.5,2003,12300
132.25669,34.858965,5,浜田,島根県　浜田市旭町今市１００５番７,_,348,_,W,_,10,20,2,0,市道,北西,80,側道,南西,_,中規模一般住宅が建ち並ぶ住宅地域,浜田,22000,1住居,_,非線引,0,_,_,60,200,-0.5,2002,12300
132.25669,34.858965,5,浜田,島根県　浜田市旭町今市１００５番７,_,348,_,W,_,10,20,2,0,市道,北西,80,側道,南西,_,中規模一般住宅が建ち並ぶ住宅地域,浜田,22000,1住居,_,非線引,0,_,_,60,200,-0.5,2001,12300
132.25669,34.858965,5,浜田,島根県　浜田市旭町今市１００５番７,_,348,_,W,_,10,20,2,0,市道,北西,80,側道,南西,_,中規模一般住宅が建ち並ぶ住宅地域,浜田,22000,1住居,_,非線引,0,_,_,60,200,-0.5,2000,12300
132.25669,34.858965,5,浜田,島根県　浜田市旭町今市１００５番７,_,348,_,W,_,10,20,2,0,市道,北西,80,側道,南西,_,中規模一般住宅が建ち並ぶ住宅地域,浜田,22000,1住居,_,非線引,0,_,_,60,200,-0.5,1999,12300
132.25669,34.858965,5,浜田,島根県　浜田市旭町今市１００５番７,_,348,_,W,_,10,20,2,0,市道,北西,80,側道,南西,_,中規模一般住宅が建ち並ぶ住宅地域,浜田,22000,1住居,_,非線引,0,_,_,60,200,-0.5,1998,12300
132.25669,34.858965,5,浜田,島根県　浜田市旭町今市１００５番７,_,348,_,W,_,10,20,2,0,市道,北西,80,側道,南西,_,中規模一般住宅が建ち並ぶ住宅地域,浜田,22000,1住居,_,非線引,0,_,_,60,200,-0.5,1997,12300
132.25669,34.858965,5,浜田,島根県　浜田市旭町今市１００５番７,_,348,_,W,_,10,20,2,0,市道,北西,80,側道,南西,_,中規模一般住宅が建ち並ぶ住宅地域,浜田,22000,1住居,_,非線引,0,_,_,60,200,-0.5,1996,12200
132.25669,34.858965,5,浜田,島根県　浜田市旭町今市１００５番７,_,348,_,W,_,10,20,2,0,市道,北西,80,側道,南西,_,中規模一般住宅が建ち並ぶ住宅地域,浜田,22000,1住居,_,非線引,0,_,_,60,200,-0.5,1995,12200
132.25669,34.858965,5,浜田,島根県　浜田市旭町今市１００５番７,_,348,_,W,_,10,20,2,0,市道,北西,80,側道,南西,_,中規模一般住宅が建ち並ぶ住宅地域,浜田,22000,1住居,_,非線引,0,_,_,60,200,-0.5,1994,12200
132.25669,34.858965,5,浜田,島根県　浜田市旭町今市１００５番７,_,348,_,W,_,10,20,2,0,市道,北西,80,側道,南西,_,中規模一般住宅が建ち並ぶ住宅地域,浜田,22000,1住居,_,非線引,0,_,_,60,200,-0.5,1993,0
132.25669,34.858965,5,浜田,島根県　浜田市旭町今市１００５番７,_,348,_,W,_,10,20,2,0,市道,北西,80,側道,南西,_,中規模一般住宅が建ち並ぶ住宅地域,浜田,22000,1住居,_,非線引,0,_,_,60,200,-0.5,1992,0
132.25669,34.858965,5,浜田,島根県　浜田市旭町今市１００５番７,_,348,_,W,_,10,20,2,0,市道,北西,80,側道,南西,_,中規模一般住宅が建ち並ぶ住宅地域,浜田,22000,1住居,_,非線引,0,_,_,60,200,-0.5,1991,0
132.25669,34.858965,5,浜田,島根県　浜田市旭町今市１００５番７,_,348,_,W,_,10,20,2,0,市道,北西,80,側道,南西,_,中規模一般住宅が建ち並ぶ住宅地域,浜田,22000,1住居,_,非線引,0,_,_,60,200,-0.5,1990,0
132.25669,34.858965,5,浜田,島根県　浜田市旭町今市１００５番７,_,348,_,W,_,10,20,2,0,市道,北西,80,側道,南西,_,中規模一般住宅が建ち並ぶ住宅地域,浜田,22000,1住居,_,非線引,0,_,_,60,200,-0.5,1989,0
132.25669,34.858965,5,浜田,島根県　浜田市旭町今市１００５番７,_,348,_,W,_,10,20,2,0,市道,北西,80,側道,南西,_,中規模一般住宅が建ち並ぶ住宅地域,浜田,22000,1住居,_,非線引,0,_,_,60,200,-0.5,1988,0
132.25669,34.858965,5,浜田,島根県　浜田市旭町今市１００５番７,_,348,_,W,_,10,20,2,0,市道,北西,80,側道,南西,_,中規模一般住宅が建ち並ぶ住宅地域,浜田,22000,1住居,_,非線引,0,_,_,60,200,-0.5,1987,0
