scores,lat1,lat2,lon1,lon2
93.9659979036025,34.728,34.736,135.624,135.632
93.18375508316149,34.728,34.736,135.632,135.64
92.05854630406861,34.728,34.736,135.64,135.648
88.55610344888794,34.728,34.736,135.648,135.656
85.63127340823971,34.728,34.736,135.656,135.664
84.00429680060941,34.728,34.736,135.664,135.672
81.85383147331302,34.728,34.736,135.672,135.68
78.7280530189604,34.728,34.736,135.68,135.688
74.3138172400181,34.728,34.736,135.688,135.696
71.06970857065787,34.728,34.736,135.696,135.704
68.72626608044293,34.728,34.736,135.704,135.712
65.33495160509266,34.728,34.736,135.712,135.72
60.944951903645624,34.728,34.736,135.72,135.728
56.51415730337079,34.728,34.736,135.728,135.736
55.60949375078904,34.728,34.736,135.736,135.744
56.538940719986904,34.728,34.736,135.744,135.752
58.783578909596535,34.728,34.736,135.752,135.76
58.12421523455393,34.728,34.736,135.76,135.768
61.65082884063082,34.728,34.736,135.768,135.776
67.44152145147906,34.728,34.736,135.776,135.784
74.20545746388443,34.728,34.736,135.784,135.792
53.59349919743178,34.728,34.736,135.792,135.8
118.13335390686736,34.72,34.728,135.4,135.408
119.59620534212473,34.72,34.728,135.408,135.416
119.57268851723364,34.72,34.728,135.416,135.424
116.82562262803425,34.72,34.728,135.424,135.432
115.41072322698231,34.72,34.728,135.432,135.44
114.73415196948088,34.72,34.728,135.44,135.448
114.06608879619039,34.72,34.728,135.448,135.456
113.60313363122351,34.72,34.728,135.456,135.464
114.22630972276235,34.72,34.728,135.464,135.472
114.48036848771312,34.72,34.728,135.472,135.48
114.84227132457667,34.72,34.728,135.48,135.488
116.27998975639424,34.72,34.728,135.488,135.496
115.78127714421811,34.72,34.728,135.496,135.504
115.70922159749787,34.72,34.728,135.504,135.512
115.88179539355333,34.72,34.728,135.512,135.52
115.30404287585304,34.72,34.728,135.52,135.528
114.39422767165576,34.72,34.728,135.528,135.536
111.6048019843904,34.72,34.728,135.536,135.544
107.1620730497135,34.72,34.728,135.544,135.552
103.54882978335495,34.72,34.728,135.552,135.56
101.06701599207652,34.72,34.728,135.56,135.568
98.14157054512424,34.72,34.728,135.568,135.576
96.91092571217058,34.72,34.728,135.576,135.584
95.15620724094882,34.72,34.728,135.584,135.592
94.57485189911503,34.72,34.728,135.592,135.6
93.89578948504571,34.72,34.728,135.6,135.608
93.19411032533414,34.72,34.728,135.608,135.616
92.49207382705839,34.72,34.728,135.616,135.624
91.2449045893942,34.72,34.728,135.624,135.632
89.99086797592203,34.72,34.728,135.632,135.64
88.39859154454771,34.72,34.728,135.64,135.648
85.24022578412055,34.72,34.728,135.648,135.656
82.12061423220973,34.72,34.728,135.656,135.664
80.17028899257285,34.72,34.728,135.664,135.672
77.73959715709694,34.72,34.728,135.672,135.68
75.29096582453207,34.72,34.728,135.68,135.688
72.33107555144758,34.72,34.728,135.688,135.696
68.05693195140424,34.72,34.728,135.696,135.704
64.92760922909332,34.72,34.728,135.704,135.712
60.748101289100575,34.72,34.728,135.712,135.72
56.630681971276914,34.72,34.728,135.72,135.728
52.82207490636704,34.72,34.728,135.728,135.736
53.40504145099524,34.72,34.728,135.736,135.744
55.32613153866151,34.72,34.728,135.744,135.752
57.7626993204602,34.72,34.728,135.752,135.76
62.2124996631908,34.72,34.728,135.76,135.768
65.23929729094237,34.72,34.728,135.768,135.776
67.45872300343134,34.72,34.728,135.776,135.784
71.67285313001605,34.72,34.728,135.784,135.792
52.72879882289995,34.72,34.728,135.792,135.8
109.11716534107646,34.712,34.72,135.4,135.408
108.00320216612351,34.712,34.72,135.408,135.416
107.10072049436637,34.712,34.72,135.416,135.424
106.91343439268019,34.712,34.72,135.424,135.432
107.07879432935393,34.712,34.72,135.432,135.44
108.27888107729233,34.712,34.72,135.44,135.448
108.46428902460376,34.712,34.72,135.448,135.456
109.02809821057012,34.712,34.72,135.456,135.464
109.26500553065145,34.712,34.72,135.464,135.472
109.2336550788025,34.712,34.72,135.472,135.48
108.6910616831002,34.712,34.72,135.48,135.488
110.17740731155159,34.712,34.72,135.488,135.496
112.48908291879732,34.712,34.72,135.496,135.504
112.50259291270527,34.712,34.72,135.504,135.512
112.12227265586891,34.712,34.72,135.512,135.52
114.07430948213512,34.712,34.72,135.52,135.528
112.50522663640996,34.712,34.72,135.528,135.536
109.91282386742598,34.712,34.72,135.536,135.544
109.0333541545941,34.712,34.72,135.544,135.552
106.79985479839787,34.712,34.72,135.552,135.56
104.9977167963123,34.712,34.72,135.56,135.568
104.2040352633236,34.712,34.72,135.568,135.576
102.82876067295302,34.712,34.72,135.576,135.584
102.14814232209739,34.712,34.72,135.584,135.592
101.3517331175366,34.712,34.72,135.592,135.6
100.8671518311045,34.712,34.72,135.6,135.608
100.46941791627683,34.712,34.72,135.608,135.616
99.66000604178215,34.712,34.72,135.616,135.624
98.87810858358313,34.712,34.72,135.624,135.632
98.31251887113663,34.712,34.72,135.632,135.64
98.52038349902406,34.712,34.72,135.64,135.648
97.45221435291194,34.712,34.72,135.648,135.656
96.7883670411985,34.712,34.72,135.656,135.664
94.88325239636895,34.712,34.72,135.664,135.672
91.31867224462111,34.712,34.72,135.672,135.68
87.49873432519075,34.712,34.72,135.68,135.688
84.71704553113236,34.712,34.72,135.688,135.696
82.13867534003548,34.712,34.72,135.696,135.704
80.09460438320166,34.712,34.72,135.704,135.712
76.57750847447238,34.712,34.72,135.712,135.72
72.39391183682268,34.712,34.72,135.72,135.728
71.06513108614232,34.712,34.72,135.728,135.736
74.42462652022051,34.712,34.72,135.736,135.744
77.11735651772045,34.712,34.72,135.744,135.752
75.24526228441992,34.712,34.72,135.752,135.76
74.99924554738232,34.712,34.72,135.76,135.768
74.31623587108044,34.712,34.72,135.768,135.776
74.83859247796542,34.712,34.72,135.776,135.784
74.18846976993045,34.712,34.72,135.784,135.792
61.48060460139112,34.712,34.72,135.792,135.8
106.48831453022844,34.704,34.712,135.4,135.408
106.76491010126779,34.704,34.712,135.408,135.416
105.66055814553033,34.704,34.712,135.416,135.424
105.62095644333472,34.704,34.712,135.424,135.432
105.21252073721864,34.704,34.712,135.432,135.44
106.49839183148353,34.704,34.712,135.44,135.448
107.65038087983241,34.704,34.712,135.448,135.456
108.4014678933047,34.704,34.712,135.456,135.464
108.76993473474917,34.704,34.712,135.464,135.472
109.30523613632842,34.704,34.712,135.472,135.48
