longitude,latitude,sequential_number,district,address,street_address,lot_size,indication_use,building_structure,shape_category,width_ratio,depth_ratio,floor_above_ground,floor_underground,front_road_classification,direction_front_road,front_road_width,side_road_classification,directional_classification_side_road,proximity_traffic_facilities,current_status_land_surrounding_area,station_name,station_distance,purpose_classification,fire_prevention_category,urban_planning_classification,high_altitude_district,forestry_classification,park_classification,building_land_ratio,floor_area_ratio,percentage_change_previous_year,seireki,price
129.0155819,27.7279719,2,徳之島,鹿児島県　大島郡徳之島町亀津字新町３２５２番１,_,659,_,RC,台形,10,10,2,0,県道,南東,79,_,_,_,一般住宅の中に店舗が見られる既成住宅地域,亀津待合所停,300,_,_,非線引,0,_,_,70,400,-0.8,2022,23600
129.0155819,27.7279719,2,徳之島,鹿児島県　大島郡徳之島町亀津字新町３２５２番１,_,659,_,RC,台形,10,10,2,0,県道,南東,79,_,_,_,一般住宅の中に店舗が見られる既成住宅地域,亀津待合所停,300,_,_,非線引,0,_,_,70,400,-0.8,2021,23800
129.0155819,27.7279719,2,徳之島,鹿児島県　大島郡徳之島町亀津字新町３２５２番１,_,659,_,RC,台形,10,10,2,0,県道,南東,79,_,_,_,一般住宅の中に店舗が見られる既成住宅地域,亀津待合所停,300,_,_,非線引,0,_,_,70,400,-0.8,2020,23900
129.0155819,27.7279719,2,徳之島,鹿児島県　大島郡徳之島町亀津字新町３２５２番１,_,659,_,RC,台形,10,10,2,0,県道,南東,79,_,_,_,一般住宅の中に店舗が見られる既成住宅地域,亀津待合所停,300,_,_,非線引,0,_,_,70,400,-0.8,2019,24100
129.0155819,27.7279719,2,徳之島,鹿児島県　大島郡徳之島町亀津字新町３２５２番１,_,659,_,RC,台形,10,10,2,0,県道,南東,79,_,_,_,一般住宅の中に店舗が見られる既成住宅地域,亀津待合所停,300,_,_,非線引,0,_,_,70,400,-0.8,2018,24300
129.0155819,27.7279719,2,徳之島,鹿児島県　大島郡徳之島町亀津字新町３２５２番１,_,659,_,RC,台形,10,10,2,0,県道,南東,79,_,_,_,一般住宅の中に店舗が見られる既成住宅地域,亀津待合所停,300,_,_,非線引,0,_,_,70,400,-0.8,2017,24700
129.0155819,27.7279719,2,徳之島,鹿児島県　大島郡徳之島町亀津字新町３２５２番１,_,659,_,RC,台形,10,10,2,0,県道,南東,79,_,_,_,一般住宅の中に店舗が見られる既成住宅地域,亀津待合所停,300,_,_,非線引,0,_,_,70,400,-0.8,2016,25300
129.0155819,27.7279719,2,徳之島,鹿児島県　大島郡徳之島町亀津字新町３２５２番１,_,659,_,RC,台形,10,10,2,0,県道,南東,79,_,_,_,一般住宅の中に店舗が見られる既成住宅地域,亀津待合所停,300,_,_,非線引,0,_,_,70,400,-0.8,2015,26000
129.0155819,27.7279719,2,徳之島,鹿児島県　大島郡徳之島町亀津字新町３２５２番１,_,659,_,RC,台形,10,10,2,0,県道,南東,79,_,_,_,一般住宅の中に店舗が見られる既成住宅地域,亀津待合所停,300,_,_,非線引,0,_,_,70,400,-0.8,2014,26700
129.0155819,27.7279719,2,徳之島,鹿児島県　大島郡徳之島町亀津字新町３２５２番１,_,659,_,RC,台形,10,10,2,0,県道,南東,79,_,_,_,一般住宅の中に店舗が見られる既成住宅地域,亀津待合所停,300,_,_,非線引,0,_,_,70,400,-0.8,2013,27500
129.0155819,27.7279719,2,徳之島,鹿児島県　大島郡徳之島町亀津字新町３２５２番１,_,659,_,RC,台形,10,10,2,0,県道,南東,79,_,_,_,一般住宅の中に店舗が見られる既成住宅地域,亀津待合所停,300,_,_,非線引,0,_,_,70,400,-0.8,2012,28600
129.0155819,27.7279719,2,徳之島,鹿児島県　大島郡徳之島町亀津字新町３２５２番１,_,659,_,RC,台形,10,10,2,0,県道,南東,79,_,_,_,一般住宅の中に店舗が見られる既成住宅地域,亀津待合所停,300,_,_,非線引,0,_,_,70,400,-0.8,2011,29600
129.0155819,27.7279719,2,徳之島,鹿児島県　大島郡徳之島町亀津字新町３２５２番１,_,659,_,RC,台形,10,10,2,0,県道,南東,79,_,_,_,一般住宅の中に店舗が見られる既成住宅地域,亀津待合所停,300,_,_,非線引,0,_,_,70,400,-0.8,2010,30500
129.0155819,27.7279719,2,徳之島,鹿児島県　大島郡徳之島町亀津字新町３２５２番１,_,659,_,RC,台形,10,10,2,0,県道,南東,79,_,_,_,一般住宅の中に店舗が見られる既成住宅地域,亀津待合所停,300,_,_,非線引,0,_,_,70,400,-0.8,2009,31500
129.0155819,27.7279719,2,徳之島,鹿児島県　大島郡徳之島町亀津字新町３２５２番１,_,659,_,RC,台形,10,10,2,0,県道,南東,79,_,_,_,一般住宅の中に店舗が見られる既成住宅地域,亀津待合所停,300,_,_,非線引,0,_,_,70,400,-0.8,2008,32300
129.0155819,27.7279719,2,徳之島,鹿児島県　大島郡徳之島町亀津字新町３２５２番１,_,659,_,RC,台形,10,10,2,0,県道,南東,79,_,_,_,一般住宅の中に店舗が見られる既成住宅地域,亀津待合所停,300,_,_,非線引,0,_,_,70,400,-0.8,2007,33000
129.0155819,27.7279719,2,徳之島,鹿児島県　大島郡徳之島町亀津字新町３２５２番１,_,659,_,RC,台形,10,10,2,0,県道,南東,79,_,_,_,一般住宅の中に店舗が見られる既成住宅地域,亀津待合所停,300,_,_,非線引,0,_,_,70,400,-0.8,2006,34000
129.0155819,27.7279719,2,徳之島,鹿児島県　大島郡徳之島町亀津字新町３２５２番１,_,659,_,RC,台形,10,10,2,0,県道,南東,79,_,_,_,一般住宅の中に店舗が見られる既成住宅地域,亀津待合所停,300,_,_,非線引,0,_,_,70,400,-0.8,2005,34400
129.0155819,27.7279719,2,徳之島,鹿児島県　大島郡徳之島町亀津字新町３２５２番１,_,659,_,RC,台形,10,10,2,0,県道,南東,79,_,_,_,一般住宅の中に店舗が見られる既成住宅地域,亀津待合所停,300,_,_,非線引,0,_,_,70,400,-0.8,2004,35000
129.0155819,27.7279719,2,徳之島,鹿児島県　大島郡徳之島町亀津字新町３２５２番１,_,659,_,RC,台形,10,10,2,0,県道,南東,79,_,_,_,一般住宅の中に店舗が見られる既成住宅地域,亀津待合所停,300,_,_,非線引,0,_,_,70,400,-0.8,2003,35100
129.0155819,27.7279719,2,徳之島,鹿児島県　大島郡徳之島町亀津字新町３２５２番１,_,659,_,RC,台形,10,10,2,0,県道,南東,79,_,_,_,一般住宅の中に店舗が見られる既成住宅地域,亀津待合所停,300,_,_,非線引,0,_,_,70,400,-0.8,2002,35300
129.0155819,27.7279719,2,徳之島,鹿児島県　大島郡徳之島町亀津字新町３２５２番１,_,659,_,RC,台形,10,10,2,0,県道,南東,79,_,_,_,一般住宅の中に店舗が見られる既成住宅地域,亀津待合所停,300,_,_,非線引,0,_,_,70,400,-0.8,2001,35700
129.0155819,27.7279719,2,徳之島,鹿児島県　大島郡徳之島町亀津字新町３２５２番１,_,659,_,RC,台形,10,10,2,0,県道,南東,79,_,_,_,一般住宅の中に店舗が見られる既成住宅地域,亀津待合所停,300,_,_,非線引,0,_,_,70,400,-0.8,2000,36300
129.0155819,27.7279719,2,徳之島,鹿児島県　大島郡徳之島町亀津字新町３２５２番１,_,659,_,RC,台形,10,10,2,0,県道,南東,79,_,_,_,一般住宅の中に店舗が見られる既成住宅地域,亀津待合所停,300,_,_,非線引,0,_,_,70,400,-0.8,1999,37000
129.0155819,27.7279719,2,徳之島,鹿児島県　大島郡徳之島町亀津字新町３２５２番１,_,659,_,RC,台形,10,10,2,0,県道,南東,79,_,_,_,一般住宅の中に店舗が見られる既成住宅地域,亀津待合所停,300,_,_,非線引,0,_,_,70,400,-0.8,1998,38000
129.0155819,27.7279719,2,徳之島,鹿児島県　大島郡徳之島町亀津字新町３２５２番１,_,659,_,RC,台形,10,10,2,0,県道,南東,79,_,_,_,一般住宅の中に店舗が見られる既成住宅地域,亀津待合所停,300,_,_,非線引,0,_,_,70,400,-0.8,1997,38000
129.0155819,27.7279719,2,徳之島,鹿児島県　大島郡徳之島町亀津字新町３２５２番１,_,659,_,RC,台形,10,10,2,0,県道,南東,79,_,_,_,一般住宅の中に店舗が見られる既成住宅地域,亀津待合所停,300,_,_,非線引,0,_,_,70,400,-0.8,1996,39000
129.0155819,27.7279719,2,徳之島,鹿児島県　大島郡徳之島町亀津字新町３２５２番１,_,659,_,RC,台形,10,10,2,0,県道,南東,79,_,_,_,一般住宅の中に店舗が見られる既成住宅地域,亀津待合所停,300,_,_,非線引,0,_,_,70,400,-0.8,1995,40000
129.0155819,27.7279719,2,徳之島,鹿児島県　大島郡徳之島町亀津字新町３２５２番１,_,659,_,RC,台形,10,10,2,0,県道,南東,79,_,_,_,一般住宅の中に店舗が見られる既成住宅地域,亀津待合所停,300,_,_,非線引,0,_,_,70,400,-0.8,1994,40000
129.0155819,27.7279719,2,徳之島,鹿児島県　大島郡徳之島町亀津字新町３２５２番１,_,659,_,RC,台形,10,10,2,0,県道,南東,79,_,_,_,一般住宅の中に店舗が見られる既成住宅地域,亀津待合所停,300,_,_,非線引,0,_,_,70,400,-0.8,1993,0
