longitude,latitude,sequential_number,district,address,street_address,lot_size,indication_use,building_structure,shape_category,width_ratio,depth_ratio,floor_above_ground,floor_underground,front_road_classification,direction_front_road,front_road_width,side_road_classification,directional_classification_side_road,proximity_traffic_facilities,current_status_land_surrounding_area,station_name,station_distance,purpose_classification,fire_prevention_category,urban_planning_classification,high_altitude_district,forestry_classification,park_classification,building_land_ratio,floor_area_ratio,percentage_change_previous_year,seireki,price
141.4250269,38.4264781,5,女川,宮城県　牡鹿郡女川町針浜字針浜１４１番,_,672,_,W,不整形,10,30,2,0,町道,南西,62,_,_,_,農家住宅、水産加工場等が見られる地域,浦宿,1500,_,_,調区,0,_,_,70,200,-1.6,2000,0
141.4250269,38.4264781,5,女川,宮城県　牡鹿郡女川町針浜字針浜１４１番,_,672,_,W,不整形,10,30,2,0,町道,南西,62,_,_,_,農家住宅、水産加工場等が見られる地域,浦宿,1500,_,_,調区,0,_,_,70,200,-1.6,1999,0
141.4250269,38.4264781,5,女川,宮城県　牡鹿郡女川町針浜字針浜１４１番,_,672,_,W,不整形,10,30,2,0,町道,南西,62,_,_,_,農家住宅、水産加工場等が見られる地域,浦宿,1500,_,_,調区,0,_,_,70,200,-1.6,1998,0
141.4250269,38.4264781,5,女川,宮城県　牡鹿郡女川町針浜字針浜１４１番,_,672,_,W,不整形,10,30,2,0,町道,南西,62,_,_,_,農家住宅、水産加工場等が見られる地域,浦宿,1500,_,_,調区,0,_,_,70,200,-1.6,1997,0
141.4250269,38.4264781,5,女川,宮城県　牡鹿郡女川町針浜字針浜１４１番,_,672,_,W,不整形,10,30,2,0,町道,南西,62,_,_,_,農家住宅、水産加工場等が見られる地域,浦宿,1500,_,_,調区,0,_,_,70,200,-1.6,1996,0
141.4250269,38.4264781,5,女川,宮城県　牡鹿郡女川町針浜字針浜１４１番,_,672,_,W,不整形,10,30,2,0,町道,南西,62,_,_,_,農家住宅、水産加工場等が見られる地域,浦宿,1500,_,_,調区,0,_,_,70,200,-1.6,1995,0
141.4250269,38.4264781,5,女川,宮城県　牡鹿郡女川町針浜字針浜１４１番,_,672,_,W,不整形,10,30,2,0,町道,南西,62,_,_,_,農家住宅、水産加工場等が見られる地域,浦宿,1500,_,_,調区,0,_,_,70,200,-1.6,1994,0
141.4250269,38.4264781,5,女川,宮城県　牡鹿郡女川町針浜字針浜１４１番,_,672,_,W,不整形,10,30,2,0,町道,南西,62,_,_,_,農家住宅、水産加工場等が見られる地域,浦宿,1500,_,_,調区,0,_,_,70,200,-1.6,1993,0
141.4250269,38.4264781,5,女川,宮城県　牡鹿郡女川町針浜字針浜１４１番,_,672,_,W,不整形,10,30,2,0,町道,南西,62,_,_,_,農家住宅、水産加工場等が見られる地域,浦宿,1500,_,_,調区,0,_,_,70,200,-1.6,1992,0
141.4250269,38.4264781,5,女川,宮城県　牡鹿郡女川町針浜字針浜１４１番,_,672,_,W,不整形,10,30,2,0,町道,南西,62,_,_,_,農家住宅、水産加工場等が見られる地域,浦宿,1500,_,_,調区,0,_,_,70,200,-1.6,1991,0
141.4250269,38.4264781,5,女川,宮城県　牡鹿郡女川町針浜字針浜１４１番,_,672,_,W,不整形,10,30,2,0,町道,南西,62,_,_,_,農家住宅、水産加工場等が見られる地域,浦宿,1500,_,_,調区,0,_,_,70,200,-1.6,1990,0
141.4250269,38.4264781,5,女川,宮城県　牡鹿郡女川町針浜字針浜１４１番,_,672,_,W,不整形,10,30,2,0,町道,南西,62,_,_,_,農家住宅、水産加工場等が見られる地域,浦宿,1500,_,_,調区,0,_,_,70,200,-1.6,1989,0
141.4250269,38.4264781,5,女川,宮城県　牡鹿郡女川町針浜字針浜１４１番,_,672,_,W,不整形,10,30,2,0,町道,南西,62,_,_,_,農家住宅、水産加工場等が見られる地域,浦宿,1500,_,_,調区,0,_,_,70,200,-1.6,1988,0
141.4250269,38.4264781,5,女川,宮城県　牡鹿郡女川町針浜字針浜１４１番,_,672,_,W,不整形,10,30,2,0,町道,南西,62,_,_,_,農家住宅、水産加工場等が見られる地域,浦宿,1500,_,_,調区,0,_,_,70,200,-1.6,1987,0
141.4250269,38.4264781,5,女川,宮城県　牡鹿郡女川町針浜字針浜１４１番,_,672,_,W,不整形,10,30,2,0,町道,南西,62,_,_,_,農家住宅、水産加工場等が見られる地域,浦宿,1500,_,_,調区,0,_,_,70,200,-1.6,1986,0
141.4250269,38.4264781,5,女川,宮城県　牡鹿郡女川町針浜字針浜１４１番,_,672,_,W,不整形,10,30,2,0,町道,南西,62,_,_,_,農家住宅、水産加工場等が見られる地域,浦宿,1500,_,_,調区,0,_,_,70,200,-1.6,1985,0
141.4250269,38.4264781,5,女川,宮城県　牡鹿郡女川町針浜字針浜１４１番,_,672,_,W,不整形,10,30,2,0,町道,南西,62,_,_,_,農家住宅、水産加工場等が見られる地域,浦宿,1500,_,_,調区,0,_,_,70,200,-1.6,1984,0
141.4250269,38.4264781,5,女川,宮城県　牡鹿郡女川町針浜字針浜１４１番,_,672,_,W,不整形,10,30,2,0,町道,南西,62,_,_,_,農家住宅、水産加工場等が見られる地域,浦宿,1500,_,_,調区,0,_,_,70,200,-1.6,1983,0
141.4310239,38.4346969,4,女川,宮城県　牡鹿郡女川町旭が丘２丁目１０番２,_,246,_,W,_,12,10,2,0,町道,東,60,_,_,_,一般住宅が建ち並ぶ丘陵地の住宅地域,浦宿,1200,1低専,_,市街化,0,_,_,60,80,-0.9,2022,21700
141.4310239,38.4346969,4,女川,宮城県　牡鹿郡女川町旭が丘２丁目１０番２,_,246,_,W,_,12,10,2,0,町道,東,60,_,_,_,一般住宅が建ち並ぶ丘陵地の住宅地域,浦宿,1200,1低専,_,市街化,0,_,_,60,80,-0.9,2021,21900
141.4310239,38.4346969,4,女川,宮城県　牡鹿郡女川町旭が丘２丁目１０番２,_,246,_,W,_,12,10,2,0,町道,東,60,_,_,_,一般住宅が建ち並ぶ丘陵地の住宅地域,浦宿,1200,1低専,_,市街化,0,_,_,60,80,-0.9,2020,22000
141.4310239,38.4346969,4,女川,宮城県　牡鹿郡女川町旭が丘２丁目１０番２,_,246,_,W,_,12,10,2,0,町道,東,60,_,_,_,一般住宅が建ち並ぶ丘陵地の住宅地域,浦宿,1200,1低専,_,市街化,0,_,_,60,80,-0.9,2019,22000
